province,hospital_th,hospital_en,h_code,affiliation,hospital_type,beds,specialty_note,health_region
บุรีรัมย์,โรงพยาบาลโนนดินแดง,NONDINDANG HOSPITAL,10914,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),84.0,,9
สุรินทร์,โรงพยาบาลชุมพลบุรี,CHUMPHOLBURI HOSPITAL,10915,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,9
สุรินทร์,โรงพยาบาลท่าตูม,THATUM HOSPITAL,10916,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120.0,,9
สุรินทร์,โรงพยาบาลจอมพระ,CHOMPHRA HOSPITAL,10917,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,9
สุรินทร์,โรงพยาบาลปราสาท,PRASAT HOSPITAL,10918,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),256.0,-,9
สุรินทร์,โรงพยาบาลกาบเชิง,KAP CHOENG  HOSPITAL,10919,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),85.0,,9
สุรินทร์,โรงพยาบาลรัตนบุรี,RATTANABURI HOSPITAL,10920,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120.0,5 สาขาหลัก,9
สุรินทร์,โรงพยาบาลสนม,SANOM HOSPITAL,10921,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),47.0,,9
สุรินทร์,โรงพยาบาลศีขรภูมิ,SIKHORAPHUM HOSPITAL,10922,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),239.0,,9
สุรินทร์,โรงพยาบาลสังขะ,SANGKHA HOSPITAL,10923,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),191.0,,9
สุรินทร์,โรงพยาบาลลำดวน,LAMDUAN HOSPITAL,10924,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),113.0,,9
สุรินทร์,โรงพยาบาลสำโรงทาบ,SAMRONGTHAP HOSPITAL,10925,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),50.0,,9
สุรินทร์,โรงพยาบาลบัวเชด,BUACHED. HOSPITAL,10926,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),44.0,การรักษาพยาบาลด้านปฐมภูมิ ทุติยภูมิ ส่งเสริมสุขภาพป้องกันโรค,9
ศรีสะเกษ,โรงพยาบาลยางชุมน้อย,YANGCHUMNOI HOSPITAL,10927,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),33.0,การแพทย์แผนไทยและการแพทย ์ทางเลือก<br />เวชศาสตร์ครอบครัว,10
ศรีสะเกษ,โรงพยาบาลกันทรารมย์,KANTHARAROM HOSPITAL,10928,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,10
ศรีสะเกษ,โรงพยาบาลกันทรลักษ์,KANTHARALAK HOSPITAL,10929,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),223.0,,10
ศรีสะเกษ,โรงพยาบาลขุขันธ์,KHUKHAN HOSPITAL,10930,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),135.0,,10
ศรีสะเกษ,โรงพยาบาลไพรบึง,PHRAIBUENG HOSPITAL,10931,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),34.0,,10
ศรีสะเกษ,โรงพยาบาลปรางค์กู่,PRANGKU HOSPITAL,10932,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,การใช้ความคิดสร้างสรรค์นวตกรรมในการบริการของโรงพยาบาลระดับทุติยภูมิ,10
ศรีสะเกษ,โรงพยาบาลขุนหาญ,KHUNHAN HOSPITAL,10933,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,10
ศรีสะเกษ,โรงพยาบาลราษีไศล,RASISALAI HOSPITAL,10934,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),94.0,"ด้านสูตินรีเวชกรรม   ด้านศัลยกรรมทั่วไป  และกุมารเวชกรรม  มีศักยภาพในการเป็น Node  ทางด้านสูติกรรมและโรคไตวายเรื้อรัง  ของจังหวัดศรีสะเกษ  และเป็นเป้าหมายในการยกระดับศักยภาพในการให้บริการสุขภาพตาม Service Plan ของเขต 10 และจังหวัดศรีสะเกษเพื่อเป็น Strong Node ในการดูแลผู้ป่วย Cardiac ,Trauma, Cancer,  Newborn,  ไต, ตา และ Stroke ",10
ศรีสะเกษ,โรงพยาบาลอุทุมพรพิสัย,UTHUMPHONPHISAI HOSPITAL,10935,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),150.0,1 ระบบการดูแลผู้ป่วยวิกฤตและการแพทย์ฉุกเฉิน ร่วมกับเครือข่ายระดับจังหวัด  2. การสร้างเครือข่ายเพื่อเฝ้าระวังและตอบโต้ภัยคุกคามด้านสุขภาพ โดยทีมชุมชนที่เข็มแข็ง <br />3. ระบบบริการทันตกรรมช่องปาก ทั้งด้านทันตกรรมทั่วไปและเฉพาะทาง<br />,10
ศรีสะเกษ,โรงพยาบาลบึงบูรพ์,BUENGBOON HOSPITAL,10936,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),34.0,,10
ศรีสะเกษ,โรงพยาบาลห้วยทับทัน,HUAITHABTHAN HOSPITAL,10937,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),33.0,การบูรณาการแพทย์แผนไทยร่วมกับแพทย์แผนปัจจุบันในการส่งเสริมป้องกัน รักษาและการฟื้นฟูสภาพในการดูแลผู้ป่วย,10
ศรีสะเกษ,โรงพยาบาลโนนคูณ,NONKHUN HOSPITAL,10938,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),33.0,"1.ความสามารถในการสร้างความร่วมมือกับภาคีเครือข่ายสุขภาพ<br />2.ความสามารถในการดูแลผู้ป่วยเฉพาะโรค ได้แก่ STEMI, Stroke , Sepsis , HI, palliative care , Covid-19",10
ศรีสะเกษ,โรงพยาบาลศรีรัตนะ,SIRATTANA HOSPITAL,10939,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,10
ศรีสะเกษ,โรงพยาบาลวังหิน,WANGHIN HOSPITAL,10940,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
ศรีสะเกษ,โรงพยาบาลน้ำเกลี้ยง,NAMKLIANG HOSPITAL,10941,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,มีแพทย์เฉพาะทางสาขาเวชศาสตร์ครอบครัวทำให้มีการดูแลผู้ป่วยในชุมชน มีผลลัพธ์ที่ดีขึ้น และทันตแพทย์เฉพาะทางสาขาปริทันต์วิทยา ,10
ศรีสะเกษ,โรงพยาบาลภูสิงห์,PHUSING HOSPITAL,10942,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,ทดสอบ,10
ศรีสะเกษ,โรงพยาบาลเมืองจันทร์,MUEANGCHAN HOSPITAL,10943,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),35.0,,10
อุบลราชธานี,โรงพยาบาลศรีเมืองใหม่,SIMUEANGMAI HOSPITAL,10944,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,10
อุบลราชธานี,โรงพยาบาลโขงเจียม,KHONGCHIAM HOSPITAL,10945,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),34.0,,10
อุบลราชธานี,โรงพยาบาลเขื่องใน,KHUANGNAI HOSPITAL,10946,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,10
อุบลราชธานี,โรงพยาบาลเขมราฐ,KHEMMARAT HOSPITAL,10947,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),80.0,,10
อุบลราชธานี,โรงพยาบาลนาจะหลวย,NAJALUAI  HOSPITAL,10948,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
อุบลราชธานี,โรงพยาบาลน้ำยืน,NUMYUEN HOSPITAL,10949,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,10
อุบลราชธานี,โรงพยาบาลบุณฑริก,BUNTHARIK HOSPITAL,10950,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,ทดสอบ,10
อุบลราชธานี,โรงพยาบาลตระการพืชผล,TRAKANPHUETPHON HOSPITAL,10951,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),150.0,,10
อุบลราชธานี,โรงพยาบาลกุดข้าวปุ้น,KUDKHAOPUN HOSPITAL,10952,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
อุบลราชธานี,โรงพยาบาลม่วงสามสิบ,MUANGSAMSIP HOSPITAL,10953,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,10
อุบลราชธานี,โรงพยาบาลวารินชำราบ,WARINCHAMRAB   HOSPITAL,10954,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),298.0,-,10
อุบลราชธานี,โรงพยาบาลพิบูลมังสาหาร,PHIBUNMANGSAHAN   HOSPITAL,10956,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120.0,,10
อุบลราชธานี,โรงพยาบาลตาลสุม,TANSUM  HOSPITAL,10957,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,-,10
อุบลราชธานี,โรงพยาบาลโพธิ์ไทร,PHOSAI  HOSPITAL,10958,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),36.0,1.การดูแลต่อเนื่องในชุมชน เช่น โรคเรื้อรัง จิตเวช<br />2.การดูแลผู้ป่วยระหว่างส่งต่อ<br />3. การจัดการโรคทางระบาดวิทยา SRRT,10
อุบลราชธานี,โรงพยาบาลสำโรง,SAMRONG HOSPITAL,10959,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
อุบลราชธานี,โรงพยาบาลดอนมดแดง,DON MOD DAENG HOSPITAL,10960,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),28.0,"1.การดูแลผู้ป่วยเบาหวานแบบองค์รวม<br />2.สร้างความร่วมมือกับภาคีเครือข่าย(งานอนามัยแม่และเด็ก,ทันตกรรมป้องกันกลุ่มวัยเรียน )",10
อุบลราชธานี,โรงพยาบาลสิรินธร,SIRINDHORN HOSPITAL,10961,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
อุบลราชธานี,โรงพยาบาลทุ่งศรีอุดม,THUNGSRIUDOM  HOSPITAL,10962,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),21.0,,10
ยโสธร,โรงพยาบาลทรายมูล,SAIMOON HOSPITAL,10963,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
ยโสธร,โรงพยาบาลกุดชุม,KUDCHUM HOSPITAL,10964,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),38.0,,10
ยโสธร,โรงพยาบาลคำเขื่อนแก้ว,KHUMKHUEANKHAEO HOSPITAL,10965,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,การจัด Node บริการ โดยทีมสหสาขาวิชาชีพร่วมกับเครือข่ายสุขภาพ ในการดูแลกลุ่มผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,10
ยโสธร,โรงพยาบาลป่าติ้ว,PATIU HOSPITAL,10966,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),32.0,(1)	การดูแลผู้ป่วยกลุ่มโรคเรื้อรัง ( DM+HT) โดยภาคีเครือข่ายมีส่วนร่วม<br />(2)	การเป็นองค์กรแห่งการเรียนรู้ โดยการนำรูปแบบการพัฒนาที่เรียบง่าย มาเป็นเครื่องมือในการพัฒนาระบบบริการ<br />,10
ยโสธร,โรงพยาบาลมหาชนะชัย,MAHACHANACHAI HOSPITAL,10967,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),35.0,,10
ยโสธร,โรงพยาบาลค้อวัง,KHOWANG HOSPITAL,10968,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
ยโสธร,โรงพยาบาลไทยเจริญ,THAICHAROEN HOSPITAL,10969,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
ชัยภูมิ,โรงพยาบาลบ้านเขว้า,BANKHWAO HOSPITAL,10970,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,9
ชัยภูมิ,โรงพยาบาลคอนสวรรค์,KHONSAWAN HOSPITAL,10971,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),40.0,,9
ชัยภูมิ,โรงพยาบาลเกษตรสมบูรณ์,KASETSOMBOON HOSPITAL,10972,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),67.0,"""1) การดูแลผู้ป่วยและครอบครัวอย่างต่อเนื่องเป็นองค์รวม และครอบคลุมผสมผสาน <br />2) การดูแลผู้ป่วยโรคเรื้อรัง <br />""<br />",9
ชัยภูมิ,โรงพยาบาลหนองบัวแดง,NONGBUADAENG HOSPITAL,10973,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,9
ชัยภูมิ,โรงพยาบาลจัตุรัส,CHATTURAT HOSPITAL,10974,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),84.0,1. มีแพทย์เฉพาะทางสาขาหลัก อายุรกรรม ศัลยกรรม สูตินรีเวชกรรม กุมารเวชกรรม และศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียล<br />2. ดูแลผู้ป่วยโรคเรื้อรังแบบครบวงจรโดยชุมชนมีส่วนร่วม<br />3. แหล่งผลิตและจำหน่ายสมุนไพร<br />,9
ชัยภูมิ,โรงพยาบาลบำเหน็จณรงค์,BAMNETNARONG HOSPITAL,10975,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,9
ชัยภูมิ,โรงพยาบาลหนองบัวระเหว,NONGBUARAWAE HOSPITAL,10976,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),40.0,,9
ชัยภูมิ,โรงพยาบาลเทพสถิต,THEPSATHIT  HOSPITAL,10977,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),46.0,,9
ชัยภูมิ,โรงพยาบาลภูเขียวเฉลิมพระเกียรติ,PHUKHIEO  CHALERMPRAKIAT HOSPITAL,10978,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),179.0,,9
ชัยภูมิ,โรงพยาบาลบ้านแท่น,BANTHAEN HOSPITAL,10979,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),34.0,,9
ชัยภูมิ,โรงพยาบาลแก้งคร้อ,KAENGKHRO HOSPITAL,10980,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),121.0,-การดูแลผู้ป่วยครอบคลุมสาขาหลักตาม service plan<br />-การดูแลผู้ป่วยโรคเรื้อรังแบบองค์รวม<br />-การมีภาคีเครือข่ายที่เข้มแข็ง,9
ชัยภูมิ,โรงพยาบาลคอนสาร,KONSARN HOSPITAL,10981,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,9
ชัยภูมิ,โรงพยาบาลภักดีชุมพล,PHUKDEECHUMPOL HOSPITAL,10982,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,9
ชัยภูมิ,โรงพยาบาลเนินสง่า,NOENSANGA HOSPITAL,10983,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,ระบบการดูแลอย่างต่อเนื่องโดยทีมสหวิชาชีพ,9
อำนาจเจริญ,โรงพยาบาลชานุมาน,CHANUMAN HOSPITAL,10985,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),38.0,1.ให้บริการด้านการส่งเสริมสุขภาพ ป้องกัน รักษา ฟื้นฟูสภาพแก่ประชาชนเชื่อมโยงจากโรงพยาบาลส่งเสริมสุขภาพตำบล ชุมชน            <br />2.สร้างสรรค์นวัตกรรมและงานวิจัยเพื่อพัฒนาระบบริการสุขภาพ                                                                                             3.บูรณาการความร่วมมือภาคีเครือข่ายสุขภาพเพื่อการมีสุขภาพที่ดีและยั่งยืน                                                                             4.มีสมรรถนะด้านการแพทย์ปัจจุบันกับแพทย์แผนไทยและแพทย์ทางเลือก โดยการมีส่วนร่วมของภาคีเครือข่ายสุขภาพและชุมชน                            <br />,10
อำนาจเจริญ,โรงพยาบาลปทุมราชวงศา,PATUMRACHWONGSA HOSPITAL,10986,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),48.0,,10
อำนาจเจริญ,โรงพยาบาลพนา,PHANA HOSPITAL,10987,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,ให้การดูแลรักษาพยาบาลในระดับทุติยภูมิ และให้บริการงานส่'เสริมสุขภาพ ควบคุมป้องกันโรค ฟื้ฟูสภาพ และผสมผสานการจัดบริการด้านการแพทย์แผนไทยแบบคู่ขนาน<br />,10
อำนาจเจริญ,โรงพยาบาลเสนางคนิคม,SENANGKANIKOM HOSPITAL,10988,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,10
อำนาจเจริญ,โรงพยาบาลหัวตะพาน,HUATAPHAN HOSPITAL,10989,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,10
อำนาจเจริญ,โรงพยาบาลลืออำนาจ,LUE AMNAT HOSPITAL,10990,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,เป็นโรงพยาบาลชั้นนำในการนำเทคโนโลยีมาพัฒนาระบบบริการด้านสุขภาพ,10
หนองบัวลำภู,โรงพยาบาลนากลาง,NAKLANG HOSPITAL,10991,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),87.0,1.การทำงานกับชุมชนและเครือข่าย 2.ระบบแพทย์ฉุกเฉิน 3.การดูแลโรคเรื้อรัง,8
หนองบัวลำภู,โรงพยาบาลโนนสัง,NONSANG  HOSPITAL,10992,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
หนองบัวลำภู,โรงพยาบาลศรีบุญเรือง,SRI BOON RUANG HOSPITAL,10993,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,8
หนองบัวลำภู,โรงพยาบาลสุวรรณคูหา,SUWANKHUHA HOSPITAL,10994,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
ขอนแก่น,โรงพยาบาลบ้านฝาง,BAN FANG HOSPITAL,10995,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),42.0,สร้างเสริมสุขภาพ โดยภาคีเครือข่าย,7
ขอนแก่น,โรงพยาบาลพระยืน,PRAYUEN HOSPITAL,10996,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,7
ขอนแก่น,โรงพยาบาลหนองเรือ,NONG RUEA HOSPITAL,10997,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,7
ขอนแก่น,โรงพยาบาลชุมแพ,CHUMPHAE HOSPITAL,10998,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),350.0,ให้การดูแลรักษาผู้ป่วยที่มีความซับซ้อนแบบบูรณาการ,7
ขอนแก่น,โรงพยาบาลสีชมพู,SICHOMPHU HOSPITAL,10999,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),65.0,ระบบบริการปฐมภูมิให้การดูแลแบบองค์รวมร่วมกับภาคีเครือข่าย การดูแลผู้ป่วยระยะกลาง [IMC : Stroke TBI SCI]  และจิตเวชเครือข่าย,7
ขอนแก่น,โรงพยาบาลน้ำพอง,NAMPHONG HOSPITAL,11000,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),200.0,สร้างเครือข่ายการทำงานเพื่อคุณภาพชีวิตประชาชน,7
ขอนแก่น,โรงพยาบาลอุบลรัตน์,UBOLRATTANA HOSPITAL,11001,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,7
ขอนแก่น,โรงพยาบาลบ้านไผ่,BANPHAI HOSPITAL,11002,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),121.0,1. LC  2.colonoscopy,7
ขอนแก่น,โรงพยาบาลเปือยน้อย,PUAINOI HOSPITAL,11003,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,7
ขอนแก่น,โรงพยาบาลพล,PHON HOSPITAL,11004,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),67.0,,7
ขอนแก่น,โรงพยาบาลแวงใหญ่,WAENGYAI HOSPITAL,11005,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),36.0,,7
ขอนแก่น,โรงพยาบาลแวงน้อย,WAENGNOI HOSPITAL,11006,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),34.0,ให้บริการส่งเสริมสุขภาพ ป้องกันโรค รักษาพยาบาลและฟื้นฟูสภาพแบบองค์รวม โดยการมีส่วนร่วมของเครือข่าย,7
ขอนแก่น,โรงพยาบาลหนองสองห้อง,NONGSONGHONG HOSPITAL,11007,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),65.0,,7
ขอนแก่น,โรงพยาบาลภูเวียง,PHUWIANG HOSPITAL,11008,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),98.0,,7
ขอนแก่น,โรงพยาบาลมัญจาคีรี,MANCHAKIRI HOSPITAL,11009,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),74.0,,7
ขอนแก่น,โรงพยาบาลชนบท,CHONNABOT HOSPITAL,11010,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,7
ขอนแก่น,โรงพยาบาลเขาสวนกวาง,KHAOSUANKWANG HOSPITAL,11011,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),45.0,,7
ขอนแก่น,โรงพยาบาลภูผาม่าน,PHUPHAMAN HOSPITAL,11012,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,7
อุดรธานี,โรงพยาบาลกุดจับ,KUTCHAP HOSPITAL,11013,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),70.0,,8
อุดรธานี,โรงพยาบาลหนองวัวซอ,NONGWUASAW HOSPITAL ,11014,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,เป็นโรงพยาบาลชุมชนระดับทุตติยภูมิขนาด 2.1 ที่ให้บริการ ตรวจรักษาโรค ส่งเสริม ป้องกันและฟื้นฟูสภาพ ประชาชนในเขตอำเภอหนองวัวซอ และพื้นที่ใกล้เคียง และบริการผู้ป่วยฉุกเฉินและคลอดตลอด 24 ชั่วโมง,8
อุดรธานี,โรงพยาบาลกุมภวาปี,KUMPHAWAPI HOSPITAL,11015,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),180.0,,8
อุดรธานี,โรงพยาบาลห้วยเกิ้ง,Huaykoeng HOSPITAL,11016,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),10.0,,8
อุดรธานี,โรงพยาบาลโนนสะอาด,NONSAAD HOSPITAL,11017,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),40.0,,8
อุดรธานี,โรงพยาบาลหนองหาน,NONGHAN HOSPITAL,11018,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),110.0,,8
อุดรธานี,โรงพยาบาลทุ่งฝน,THUNGFON HOSPITAL,11019,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
